Timestamp(ms),Current(uA),D0-D7
1301.95,14103.027,00000000
1301.96,14245.006,00000000
1301.97,14197.667,00000000
1301.98,14103.027,00000000
1301.99,13961.159,00000000
1302,14150.341,00000000
1302.01,14103.027,00000000
1302.02,14292.356,00000000
1302.03,14103.027,00000000
1302.04,14008.437,00000000
1302.05,14008.437,00000000
1302.06,13961.159,00000000
1302.07,14008.437,00000000
1302.08,14245.006,00000000
1302.09,14103.027,00000000
1302.1,14008.437,00000000
1302.11,14292.356,00000000
1302.12,14008.437,00000000
1302.13,14103.027,00000000
1302.14,14103.027,00000000
1302.15,13866.643,00000000
1302.16,13913.895,00000000
1302.17,13961.159,00000000
1302.18,14197.667,00000000
1302.19,14197.667,00000000
1302.2,14481.882,00000000
1302.21,14150.341,00000000
1302.22,14197.667,00000000
1302.23,14103.027,00000000
1302.24,13913.895,00000000
1302.25,14103.027,00000000
1302.26,14103.027,00000000
1302.27,14103.027,00000000
1302.28,14103.027,00000000
1302.29,14103.027,00000000
1302.3,14292.356,00000000
1302.31,14197.667,00000000
1302.32,14197.667,00000000
1302.33,14150.341,00000000
1302.34,14245.006,00000000
1302.35,14150.341,00000000
1302.36,14008.437,00000000
1302.37,14055.726,00000000
1302.38,14292.356,00000000
1302.39,14197.667,00000000
1302.4,14055.726,00000000
1302.41,14339.720,00000000
1302.42,14197.667,00000000
1302.43,14245.006,00000000
1302.44,14008.437,00000000
1302.45,14008.437,00000000
1302.46,13913.895,00000000
1302.47,13961.159,00000000
1302.48,14197.667,00000000
1302.49,14245.006,00000000
1302.5,14103.027,00000000
1302.51,14103.027,00000000
1302.52,14529.294,00000000
1302.53,14245.006,00000000
1302.54,14339.720,00000000
1302.55,14245.006,00000000
1302.56,14055.726,00000000
1302.57,13866.643,00000000
1302.58,13724.959,00000000
1302.59,13913.895,00000000
1302.6,13913.895,00000000
1302.61,14055.726,00000000
1302.62,14339.720,00000000
1302.63,14103.027,00000000
1302.64,14292.356,00000000
1302.65,14339.720,00000000
1302.66,14150.341,00000000
1302.67,14055.726,00000000
1302.68,14103.027,00000000
1302.69,14008.437,00000000
1302.7,14150.341,00000000
1302.71,14008.437,00000000
1302.72,14055.726,00000000
1302.73,14055.726,00000000
1302.74,14055.726,00000000
1302.75,14150.341,00000000
1302.76,14055.726,00000000
1302.77,14150.341,00000000
1302.78,14197.667,00000000
1302.79,14245.006,00000000
1302.8,14719.066,00000000
1302.81,15957.375,00000000
1302.82,17492.854,00000000
1302.83,17252.105,00000000
1302.84,16196.464,00000000
1302.85,15289.561,00000000
1302.86,14529.294,00000000
1302.87,14387.095,00000000
1302.88,14292.356,00000000
1302.89,14055.726,00000000
1302.9,14008.437,00000000
1302.91,14103.027,00000000
1302.92,14292.356,00000000
1302.93,14197.667,00000000
1302.94,14197.667,00000000
1302.95,14245.006,00000000
1302.96,13913.895,00000000
1302.97,13961.159,00000000
1302.98,13866.643,00000000
1302.99,14008.437,00000000
1303,14292.356,00000000
1303.01,14339.720,00000000
1303.02,14055.726,00000000
1303.03,14103.027,00000000
1303.04,14055.726,00000000
1303.05,14008.437,00000000
1303.06,14197.667,00000000
1303.07,14150.341,00000000
1303.08,14103.027,00000000
1303.09,14197.667,00000000
1303.1,14292.356,00000000
1303.11,14150.341,00000000
1303.12,14150.341,00000000
1303.13,14055.726,00000000
1303.14,14008.437,00000000
1303.15,14434.482,00000000
1303.16,14387.095,00000000
1303.17,14197.667,00000000
1303.18,14055.726,00000000
1303.19,14055.726,00000000
1303.2,13819.402,00000000
1303.21,14103.027,00000000
1303.22,14434.482,00000000
1303.23,14481.882,00000000
1303.24,14292.356,00000000
1303.25,14008.437,00000000
1303.26,14150.341,00000000
1303.27,14103.027,00000000
1303.28,14197.667,00000000
1303.29,14339.720,00000000
1303.3,14197.667,00000000
1303.31,14008.437,00000000
1303.32,14150.341,00000000
1303.33,14103.027,00000000
1303.34,13913.895,00000000
1303.35,13961.159,00000000
1303.36,14055.726,00000000
1303.37,13961.159,00000000
1303.38,14150.341,00000000
1303.39,14245.006,00000000
1303.4,14055.726,00000000
1303.41,14434.482,00000000
1303.42,14292.356,00000000
1303.43,14292.356,00000000
1303.44,14245.006,00000000
1303.45,14245.006,00000000
1303.46,13819.402,00000000
1303.47,14008.437,00000000
1303.48,14008.437,00000000
1303.49,14197.667,00000000
1303.5,14103.027,00000000
1303.51,13913.895,00000000
1303.52,13677.756,00000000
1303.53,14197.667,00000000
1303.54,14150.341,00000000
1303.55,14055.726,00000000
1303.56,14197.667,00000000
1303.57,14055.726,00000000
1303.58,14103.027,00000000
1303.59,14055.726,00000000
1303.6,14103.027,00000000
1303.61,14434.482,00000000
1303.62,14197.667,00000000
1303.63,14245.006,00000000
1303.64,14008.437,00000000
1303.65,14150.341,00000000
1303.66,13961.159,00000000
1303.67,14055.726,00000000
1303.68,13913.895,00000000
1303.69,14103.027,00000000
1303.7,14434.482,00000000
1303.71,14339.720,00000000
1303.72,14008.437,00000000
1303.73,13772.175,00000000
1303.74,14055.726,00000000
1303.75,14150.341,00000000
1303.76,14245.006,00000000
1303.77,14008.437,00000000
1303.78,14008.437,00000000
1303.79,14103.027,00000000
1303.8,14055.726,00000000
1303.81,14150.341,00000000
1303.82,14150.341,00000000
1303.83,14055.726,00000000
1303.84,13819.402,00000000
1303.85,14150.341,00000000
1303.86,14292.356,00000000
1303.87,14245.006,00000000
1303.88,14292.356,00000000
1303.89,14434.482,00000000
1303.9,14387.095,00000000
1303.91,14150.341,00000000
1303.92,13961.159,00000000
1303.93,14008.437,00000000
1303.94,13913.895,00000000
1303.95,14103.027,00000000
1303.96,14150.341,00000000
1303.97,14008.437,00000000
1303.98,14197.667,00000000
1303.99,14197.667,00000000
1304,14103.027,00000000
1304.01,14103.027,00000000
1304.02,14197.667,00000000
1304.03,13961.159,00000000
1304.04,14103.027,00000000
1304.05,14008.437,00000000
1304.06,14103.027,00000000
1304.07,14055.726,00000000
1304.08,14197.667,00000000
1304.09,14197.667,00000000
1304.1,13866.643,00000000
1304.11,14055.726,00000000
1304.12,14103.027,00000000
1304.13,14008.437,00000000
1304.14,14103.027,00000000
1304.15,14055.726,00000000
1304.16,14150.341,00000000
1304.17,14008.437,00000000
1304.18,14055.726,00000000
1304.19,14245.006,00000000
1304.2,14197.667,00000000
1304.21,14008.437,00000000
1304.22,13913.895,00000000
1304.23,14150.341,00000000
1304.24,14245.006,00000000
1304.25,14150.341,00000000
1304.26,14103.027,00000000
1304.27,14150.341,00000000
1304.28,14055.726,00000000
1304.29,14150.341,00000000
1304.3,14245.006,00000000
1304.31,14055.726,00000000
1304.32,14103.027,00000000
1304.33,14008.437,00000000
1304.34,13913.895,00000000
1304.35,14008.437,00000000
1304.36,14150.341,00000000
1304.37,14197.667,00000000
1304.38,14434.482,00000000
1304.39,14008.437,00000000
1304.4,14008.437,00000000
1304.41,14055.726,00000000
1304.42,14055.726,00000000
1304.43,14008.437,00000000
1304.44,14008.437,00000000
1304.45,14008.437,00000000
1304.46,14103.027,00000000
1304.47,14245.006,00000000
1304.48,14150.341,00000000
1304.49,14103.027,00000000
1304.5,14055.726,00000000
1304.51,14103.027,00000000
1304.52,14103.027,00000000
1304.53,14103.027,00000000
1304.54,14245.006,00000000
1304.55,14245.006,00000000
1304.56,14008.437,00000000
1304.57,14008.437,00000000
1304.58,14150.341,00000000
1304.59,14245.006,00000000
1304.6,14245.006,00000000
1304.61,14055.726,00000000
1304.62,13866.643,00000000
1304.63,14008.437,00000000
1304.64,14197.667,00000000
1304.65,14197.667,00000000
1304.66,14245.006,00000000
1304.67,14339.720,00000000
1304.68,14245.006,00000000
1304.69,14150.341,00000000
1304.7,14103.027,00000000
1304.71,14150.341,00000000
1304.72,14103.027,00000000
1304.73,14150.341,00000000
1304.74,14055.726,00000000
1304.75,13819.402,00000000
1304.76,13913.895,00000000
1304.77,14055.726,00000000
1304.78,14150.341,00000000
1304.79,14339.720,00000000
1304.8,14197.667,00000000
1304.81,14292.356,00000000
1304.82,14103.027,00000000
1304.83,14103.027,00000000
1304.84,14103.027,00000000
1304.85,14008.437,00000000
1304.86,13913.895,00000000
1304.87,14008.437,00000000
1304.88,14103.027,00000000
1304.89,14245.006,00000000
1304.9,14245.006,00000000
1304.91,14245.006,00000000
1304.92,14055.726,00000000
1304.93,13961.159,00000000
1304.94,13961.159,00000000
1304.95,14008.437,00000000
1304.96,14292.356,00000000
1304.97,14434.482,00000000
1304.98,14150.341,00000000
1304.99,14150.341,00000000
1305,14103.027,00000000
1305.01,14197.667,00000000
1305.02,14103.027,00000000
1305.03,13819.402,00000000
1305.04,13913.895,00000000
1305.05,14103.027,00000000
1305.06,14197.667,00000000
1305.07,14103.027,00000000
1305.08,14008.437,00000000
1305.09,14245.006,00000000
1305.1,14292.356,00000000
1305.11,14197.667,00000000
1305.12,14008.437,00000000
1305.13,13819.402,00000000
1305.14,13961.159,00000000
1305.15,14197.667,00000000
1305.16,14197.667,00000000
1305.17,14150.341,00000000
1305.18,14150.341,00000000
1305.19,14008.437,00000000
1305.2,14150.341,00000000
1305.21,14150.341,00000000
1305.22,14055.726,00000000
1305.23,14339.720,00000000
1305.24,14434.482,00000000
1305.25,14197.667,00000000
1305.26,14150.341,00000000
1305.27,14150.341,00000000
1305.28,14150.341,00000000
1305.29,13961.159,00000000
1305.3,13913.895,00000000
1305.31,13913.895,00000000
1305.32,13913.895,00000000
1305.33,14055.726,00000000
1305.34,14197.667,00000000
1305.35,14103.027,00000000
1305.36,14150.341,00000000
1305.37,14292.356,00000000
1305.38,14245.006,00000000
1305.39,14055.726,00000000
1305.4,14197.667,00000000
1305.41,14387.095,00000000
1305.42,14103.027,00000000
1305.43,14245.006,00000000
1305.44,14008.437,00000000
1305.45,13913.895,00000000
1305.46,13866.643,00000000
1305.47,13772.175,00000000
1305.48,14008.437,00000000
1305.49,14245.006,00000000
1305.5,14103.027,00000000
1305.51,14055.726,00000000
1305.52,14008.437,00000000
1305.53,14245.006,00000000
1305.54,14008.437,00000000
1305.55,14197.667,00000000
1305.56,14197.667,00000000
1305.57,14339.720,00000000
1305.58,14150.341,00000000
1305.59,14008.437,00000000
1305.6,13819.402,00000000
1305.61,13819.402,00000000
1305.62,13961.159,00000000
1305.63,14055.726,00000000
1305.64,14197.667,00000000
1305.65,14055.726,00000000
1305.66,13866.643,00000000
1305.67,13724.959,00000000
1305.68,13866.643,00000000
1305.69,13961.159,00000000
1305.7,14008.437,00000000
1305.71,14055.726,00000000
1305.72,14103.027,00000000
1305.73,14008.437,00000000
1305.74,13772.175,00000000
1305.75,13772.175,00000000
1305.76,14150.341,00000000
1305.77,14055.726,00000000
1305.78,14008.437,00000000
1305.79,14055.726,00000000
1305.8,14150.341,00000000
1305.81,14245.006,00000000
1305.82,14150.341,00000000
1305.83,14008.437,00000000
1305.84,14197.667,00000000
1305.85,13913.895,00000000
1305.86,13866.643,00000000
1305.87,14245.006,00000000
1305.88,14055.726,00000000
1305.89,14150.341,00000000
1305.9,14008.437,00000000
1305.91,14245.006,00000000
1305.92,14055.726,00000000
1305.93,14008.437,00000000
1305.94,14434.482,00000000
1305.95,14008.437,00000000
1305.96,14008.437,00000000
1305.97,14008.437,00000000
1305.98,14150.341,00000000
1305.99,14103.027,00000000
1306,14245.006,00000000
1306.01,14008.437,00000000
1306.02,14197.667,00000000
1306.03,13913.895,00000000
1306.04,13961.159,00000000
1306.05,13961.159,00000000
1306.06,14008.437,00000000
1306.07,14292.356,00000000
1306.08,14292.356,00000000
1306.09,14434.482,00000000
1306.1,14339.720,00000000
1306.11,14008.437,00000000
1306.12,14103.027,00000000
1306.13,14008.437,00000000
1306.14,14103.027,00000000
1306.15,13913.895,00000000
1306.16,14008.437,00000000
1306.17,13819.402,00000000
1306.18,14008.437,00000000
1306.19,14434.482,00000000
1306.2,14245.006,00000000
1306.21,14055.726,00000000
1306.22,14008.437,00000000
1306.23,14245.006,00000000
1306.24,14245.006,00000000
1306.25,14339.720,00000000
1306.26,14008.437,00000000
1306.27,14008.437,00000000
1306.28,13819.402,00000000
1306.29,14103.027,00000000
1306.3,14103.027,00000000
1306.31,14197.667,00000000
1306.32,14292.356,00000000
1306.33,14292.356,00000000
1306.34,14055.726,00000000
1306.35,14008.437,00000000
1306.36,14103.027,00000000
1306.37,14150.341,00000000
1306.38,14197.667,00000000
1306.39,13772.175,00000000
1306.4,13819.402,00000000
1306.41,13961.159,00000000
1306.42,14197.667,00000000
1306.43,14292.356,00000000
1306.44,14292.356,00000000
1306.45,14197.667,00000000
1306.46,14055.726,00000000
1306.47,14055.726,00000000
1306.48,14055.726,00000000
1306.49,14103.027,00000000
1306.5,14055.726,00000000
1306.51,13819.402,00000000
1306.52,14292.356,00000000
1306.53,14339.720,00000000
1306.54,14008.437,00000000
1306.55,14150.341,00000000
1306.56,14292.356,00000000
1306.57,14197.667,00000000
1306.58,14103.027,00000000
1306.59,14292.356,00000000
1306.6,14150.341,00000000
1306.61,14150.341,00000000
1306.62,14055.726,00000000
1306.63,14103.027,00000000
1306.64,14055.726,00000000
1306.65,14055.726,00000000
1306.66,14008.437,00000000
1306.67,14008.437,00000000
1306.68,14150.341,00000000
1306.69,14150.341,00000000
1306.7,14197.667,00000000
1306.71,14103.027,00000000
1306.72,14008.437,00000000
1306.73,14339.720,00000000
1306.74,14245.006,00000000
1306.75,14245.006,00000000
1306.76,14055.726,00000000
1306.77,13819.402,00000000
1306.78,13961.159,00000000
1306.79,14008.437,00000000
1306.8,13961.159,00000000
1306.81,13866.643,00000000
1306.82,13819.402,00000000
1306.83,14103.027,00000000
1306.84,14339.720,00000000
1306.85,14481.882,00000000
1306.86,14197.667,00000000
1306.87,14150.341,00000000
1306.88,14245.006,00000000
1306.89,14150.341,00000000
1306.9,14103.027,00000000
1306.91,13866.643,00000000
1306.92,13913.895,00000000
1306.93,14055.726,00000000
1306.94,14055.726,00000000
1306.95,14055.726,00000000
1306.96,14245.006,00000000
1306.97,14008.437,00000000
1306.98,14055.726,00000000
1306.99,13961.159,00000000
1307,14150.341,00000000
1307.01,14339.720,00000000
1307.02,14434.482,00000000
1307.03,14103.027,00000000
1307.04,14008.437,00000000
1307.05,14245.006,00000000
1307.06,14055.726,00000000
1307.07,14245.006,00000000
1307.08,14103.027,00000000
1307.09,14103.027,00000000
1307.1,14292.356,00000000
1307.11,14197.667,00000000
1307.12,14245.006,00000000
1307.13,14055.726,00000000
1307.14,13961.159,00000000
1307.15,13961.159,00000000
1307.16,14150.341,00000000
1307.17,14008.437,00000000
1307.18,14197.667,00000000
1307.19,14150.341,00000000
1307.2,14008.437,00000000
1307.21,14150.341,00000000
1307.22,14008.437,00000000
1307.23,14103.027,00000000
1307.24,14103.027,00000000
1307.25,14008.437,00000000
1307.26,14008.437,00000000
1307.27,13961.159,00000000
1307.28,14055.726,00000000
1307.29,14150.341,00000000
1307.3,14055.726,00000000
1307.31,14055.726,00000000
1307.32,14055.726,00000000
1307.33,14245.006,00000000
1307.34,14008.437,00000000
1307.35,13819.402,00000000
1307.36,13913.895,00000000
1307.37,14197.667,00000000
1307.38,14008.437,00000000
1307.39,13913.895,00000000
1307.4,14150.341,00000000
1307.41,13961.159,00000000
1307.42,14008.437,00000000
1307.43,14150.341,00000000
1307.44,14197.667,00000000
1307.45,14150.341,00000000
1307.46,14103.027,00000000
1307.47,14150.341,00000000
1307.48,14197.667,00000000
1307.49,14150.341,00000000
1307.5,13772.175,00000000
1307.51,14150.341,00000000
1307.52,14055.726,00000000
1307.53,14103.027,00000000
1307.54,14055.726,00000000
1307.55,13866.643,00000000
1307.56,14008.437,00000000
1307.57,14197.667,00000000
1307.58,14103.027,00000000
1307.59,14055.726,00000000
1307.6,13913.895,00000000
1307.61,14150.341,00000000
1307.62,14150.341,00000000
1307.63,14197.667,00000000
1307.64,14245.006,00000000
1307.65,14150.341,00000000
1307.66,14055.726,00000000
1307.67,13866.643,00000000
1307.68,13961.159,00000000
1307.69,14055.726,00000000
1307.7,14150.341,00000000
1307.71,14245.006,00000000
1307.72,14245.006,00000000
1307.73,14150.341,00000000
1307.74,13961.159,00000000
1307.75,13866.643,00000000
1307.76,13961.159,00000000
1307.77,13866.643,00000000
1307.78,14103.027,00000000
1307.79,14103.027,00000000
1307.8,14245.006,00000000
1307.81,14292.356,00000000
1307.82,14150.341,00000000
1307.83,14103.027,00000000
1307.84,14103.027,00000000
1307.85,13913.895,00000000
1307.86,14008.437,00000000
1307.87,14150.341,00000000
1307.88,14150.341,00000000
1307.89,13913.895,00000000
1307.9,13913.895,00000000
1307.91,14008.437,00000000
1307.92,14103.027,00000000
1307.93,14387.095,00000000
1307.94,14387.095,00000000
1307.95,13913.895,00000000
1307.96,14008.437,00000000
1307.97,14008.437,00000000
1307.98,14055.726,00000000
1307.99,14150.341,00000000
1308,14197.667,00000000
1308.01,14008.437,00000000
1308.02,13866.643,00000000
1308.03,13724.959,00000000
1308.04,13866.643,00000000
1308.05,14008.437,00000000
1308.06,14197.667,00000000
1308.07,14245.006,00000000
1308.08,14245.006,00000000
1308.09,14150.341,00000000
1308.1,14150.341,00000000
1308.11,14197.667,00000000
1308.12,14103.027,00000000
1308.13,14055.726,00000000
1308.14,14055.726,00000000
1308.15,14103.027,00000000
1308.16,14008.437,00000000
1308.17,14339.720,00000000
1308.18,14387.095,00000000
1308.19,14103.027,00000000
1308.2,13961.159,00000000
1308.21,14055.726,00000000
1308.22,14197.667,00000000
1308.23,14245.006,00000000
1308.24,14103.027,00000000
1308.25,14197.667,00000000
1308.26,14008.437,00000000
1308.27,13913.895,00000000
1308.28,14292.356,00000000
1308.29,14197.667,00000000
1308.3,13913.895,00000000
1308.31,13724.959,00000000
1308.32,13913.895,00000000
1308.33,14008.437,00000000
1308.34,14292.356,00000000
1308.35,14008.437,00000000
1308.36,13819.402,00000000
1308.37,14103.027,00000000
1308.38,14103.027,00000000
1308.39,14245.006,00000000
1308.4,14245.006,00000000
1308.41,14150.341,00000000
1308.42,14150.341,00000000
1308.43,14245.006,00000000
1308.44,14245.006,00000000
1308.45,14150.341,00000000
1308.46,14103.027,00000000
1308.47,14103.027,00000000
1308.48,14008.437,00000000
1308.49,14008.437,00000000
1308.5,13866.643,00000000
1308.51,14055.726,00000000
1308.52,14008.437,00000000
1308.53,13913.895,00000000
1308.54,14103.027,00000000
1308.55,14387.095,00000000
1308.56,14339.720,00000000
1308.57,14103.027,00000000
1308.58,14150.341,00000000
1308.59,14055.726,00000000
1308.6,14055.726,00000000
1308.61,14103.027,00000000
1308.62,14245.006,00000000
1308.63,14008.437,00000000
1308.64,14055.726,00000000
1308.65,14008.437,00000000
1308.66,14103.027,00000000
1308.67,14150.341,00000000
1308.68,14008.437,00000000
1308.69,14150.341,00000000
1308.7,14008.437,00000000
1308.71,14008.437,00000000
1308.72,14103.027,00000000
1308.73,13961.159,00000000
1308.74,14055.726,00000000
1308.75,14055.726,00000000
1308.76,13961.159,00000000
1308.77,14055.726,00000000
1308.78,14245.006,00000000
1308.79,14245.006,00000000
1308.8,14150.341,00000000
1308.81,13961.159,00000000
1308.82,13961.159,00000000
1308.83,14008.437,00000000
1308.84,14103.027,00000000
1308.85,13913.895,00000000
1308.86,13819.402,00000000
1308.87,14150.341,00000000
1308.88,14150.341,00000000
1308.89,14150.341,00000000
1308.9,14245.006,00000000
1308.91,14103.027,00000000
1308.92,14339.720,00000000
1308.93,14150.341,00000000
1308.94,13913.895,00000000
1308.95,14008.437,00000000
1308.96,13866.643,00000000
1308.97,14150.341,00000000
1308.98,14339.720,00000000
1308.99,14150.341,00000000
1309,14197.667,00000000
1309.01,14055.726,00000000
1309.02,14197.667,00000000
1309.03,14339.720,00000000
1309.04,14008.437,00000000
1309.05,14055.726,00000000
1309.06,14103.027,00000000
1309.07,14008.437,00000000
1309.08,13819.402,00000000
1309.09,14008.437,00000000
1309.1,14055.726,00000000
1309.11,14245.006,00000000
1309.12,14245.006,00000000
1309.13,14245.006,00000000
1309.14,14055.726,00000000
1309.15,14008.437,00000000
1309.16,13961.159,00000000
1309.17,13819.402,00000000
1309.18,13819.402,00000000
1309.19,14008.437,00000000
1309.2,14197.667,00000000
1309.21,14245.006,00000000
1309.22,14339.720,00000000
1309.23,14008.437,00000000
1309.24,14008.437,00000000
1309.25,14245.006,00000000
1309.26,14245.006,00000000
1309.27,14055.726,00000000
1309.28,14197.667,00000000
1309.29,14150.341,00000000
1309.3,14103.027,00000000
1309.31,14055.726,00000000
1309.32,14292.356,00000000
1309.33,13772.175,00000000
1309.34,13961.159,00000000
1309.35,14103.027,00000000
1309.36,14103.027,00000000
1309.37,14055.726,00000000
1309.38,13913.895,00000000
1309.39,13913.895,00000000
1309.4,13961.159,00000000
1309.41,13866.643,00000000
1309.42,13819.402,00000000
1309.43,13913.895,00000000
1309.44,14245.006,00000000
1309.45,14197.667,00000000
1309.46,14150.341,00000000
1309.47,13913.895,00000000
1309.48,13961.159,00000000
1309.49,14055.726,00000000
1309.5,14055.726,00000000
1309.51,14245.006,00000000
1309.52,14292.356,00000000
1309.53,14103.027,00000000
1309.54,13961.159,00000000
1309.55,14008.437,00000000
1309.56,13913.895,00000000
1309.57,14055.726,00000000
1309.58,13961.159,00000000
1309.59,14008.437,00000000
1309.6,14008.437,00000000
1309.61,14103.027,00000000
1309.62,14387.095,00000000
1309.63,14197.667,00000000
1309.64,14103.027,00000000
1309.65,14245.006,00000000
1309.66,14197.667,00000000
1309.67,14292.356,00000000
1309.68,14150.341,00000000
1309.69,14150.341,00000000
1309.7,14197.667,00000000
1309.71,14103.027,00000000
1309.72,14103.027,00000000
1309.73,14008.437,00000000
1309.74,14245.006,00000000
1309.75,14055.726,00000000
1309.76,14197.667,00000000
1309.77,14103.027,00000000
1309.78,14055.726,00000000
1309.79,14150.341,00000000
1309.8,14103.027,00000000
1309.81,14481.882,00000000
1309.82,14197.667,00000000
1309.83,14103.027,00000000
1309.84,14103.027,00000000
1309.85,13961.159,00000000
1309.86,14055.726,00000000
1309.87,14055.726,00000000
1309.88,14245.006,00000000
1309.89,14055.726,00000000
1309.9,14150.341,00000000
1309.91,14339.720,00000000
1309.92,14197.667,00000000
1309.93,14103.027,00000000
1309.94,14103.027,00000000
1309.95,13913.895,00000000
1309.96,14008.437,00000000
1309.97,14245.006,00000000
1309.98,13961.159,00000000
1309.99,14103.027,00000000
1310,14103.027,00000000
1310.01,14339.720,00000000
1310.02,14197.667,00000000
1310.03,14150.341,00000000
1310.04,14245.006,00000000
1310.05,14245.006,00000000
1310.06,14292.356,00000000
1310.07,14197.667,00000000
1310.08,13961.159,00000000
1310.09,14008.437,00000000
1310.1,14292.356,00000000
1310.11,14150.341,00000000
1310.12,14197.667,00000000
1310.13,14150.341,00000000
1310.14,14008.437,00000000
1310.15,14008.437,00000000
1310.16,14245.006,00000000
1310.17,14103.027,00000000
1310.18,13866.643,00000000
1310.19,14055.726,00000000
1310.2,14197.667,00000000
1310.21,14387.095,00000000
1310.22,14292.356,00000000
1310.23,14245.006,00000000
1310.24,14055.726,00000000
1310.25,13961.159,00000000
1310.26,14055.726,00000000
1310.27,13866.643,00000000
1310.28,13866.643,00000000
1310.29,14150.341,00000000
1310.3,14292.356,00000000
1310.31,14055.726,00000000
1310.32,14150.341,00000000
1310.33,14008.437,00000000
1310.34,13913.895,00000000
1310.35,14008.437,00000000
1310.36,14055.726,00000000
1310.37,14197.667,00000000
1310.38,14103.027,00000000
1310.39,14103.027,00000000
1310.4,14055.726,00000000
1310.41,14008.437,00000000
1310.42,14055.726,00000000
1310.43,14008.437,00000000
1310.44,14245.006,00000000
1310.45,14197.667,00000000
1310.46,14103.027,00000000
1310.47,14055.726,00000000
1310.48,14245.006,00000000
1310.49,14197.667,00000000
1310.5,13913.895,00000000
1310.51,14055.726,00000000
1310.52,13961.159,00000000
1310.53,14103.027,00000000
1310.54,14245.006,00000000
1310.55,14103.027,00000000
1310.56,14103.027,00000000
1310.57,14197.667,00000000
1310.58,14197.667,00000000
1310.59,14150.341,00000000
1310.6,13819.402,00000000
1310.61,14008.437,00000000
1310.62,14055.726,00000000
1310.63,14150.341,00000000
1310.64,14339.720,00000000
1310.65,14150.341,00000000
1310.66,14150.341,00000000
1310.67,14197.667,00000000
1310.68,14197.667,00000000
1310.69,14150.341,00000000
1310.7,14008.437,00000000
1310.71,13772.175,00000000
1310.72,14055.726,00000000
1310.73,14197.667,00000000
1310.74,14197.667,00000000
1310.75,14150.341,00000000
1310.76,13913.895,00000000
1310.77,14150.341,00000000
1310.78,14150.341,00000000
1310.79,14008.437,00000000
1310.8,14055.726,00000000
1310.81,14387.095,00000000
1310.82,14103.027,00000000
1310.83,13913.895,00000000
1310.84,13724.959,00000000
1310.85,14150.341,00000000
1310.86,14245.006,00000000
1310.87,14008.437,00000000
1310.88,14103.027,00000000
1310.89,13913.895,00000000
1310.9,14150.341,00000000
1310.91,14245.006,00000000
1310.92,14245.006,00000000
1310.93,14292.356,00000000
1310.94,14008.437,00000000
1310.95,13913.895,00000000
1310.96,14008.437,00000000
1310.97,14055.726,00000000
1310.98,14150.341,00000000
1310.99,14008.437,00000000
1311,14292.356,00000000
1311.01,14245.006,00000000
1311.02,13961.159,00000000
1311.03,14008.437,00000000
1311.04,14008.437,00000000
1311.05,14339.720,00000000
1311.06,14434.482,00000000
1311.07,14103.027,00000000
1311.08,13913.895,00000000
1311.09,14055.726,00000000
1311.1,14245.006,00000000
1311.11,14197.667,00000000
1311.12,14434.482,00000000
1311.13,14197.667,00000000
1311.14,14197.667,00000000
1311.15,14008.437,00000000
1311.16,14103.027,00000000
1311.17,14197.667,00000000
1311.18,13819.402,00000000
1311.19,14008.437,00000000
1311.2,14008.437,00000000
1311.21,14103.027,00000000
1311.22,14292.356,00000000
1311.23,14197.667,00000000
1311.24,14245.006,00000000
1311.25,14292.356,00000000
1311.26,14150.341,00000000
1311.27,14245.006,00000000
1311.28,13913.895,00000000
1311.29,14150.341,00000000
1311.3,14055.726,00000000
1311.31,14055.726,00000000
1311.32,14150.341,00000000
1311.33,14624.155,00000000
1311.34,14434.482,00000000
1311.35,14339.720,00000000
1311.36,14245.006,00000000
1311.37,14197.667,00000000
1311.38,14103.027,00000000
1311.39,13772.175,00000000
1311.4,14245.006,00000000
1311.41,13913.895,00000000
1311.42,14008.437,00000000
1311.43,13961.159,00000000
1311.44,14008.437,00000000
1311.45,14103.027,00000000
1311.46,14055.726,00000000
1311.47,14197.667,00000000
1311.48,13961.159,00000000
1311.49,14150.341,00000000
1311.5,14245.006,00000000
1311.51,14055.726,00000000
1311.52,14103.027,00000000
1311.53,14150.341,00000000
1311.54,13677.756,00000000
1311.55,13866.643,00000000
1311.56,14245.006,00000000
1311.57,14292.356,00000000
1311.58,14292.356,00000000
1311.59,14292.356,00000000
1311.6,14197.667,00000000
1311.61,14055.726,00000000
1311.62,14055.726,00000000
1311.63,14055.726,00000000
1311.64,14197.667,00000000
1311.65,14245.006,00000000
1311.66,14197.667,00000000
1311.67,14008.437,00000000
1311.68,14008.437,00000000
1311.69,14292.356,00000000
1311.7,14292.356,00000000
1311.71,13961.159,00000000
1311.72,14055.726,00000000
1311.73,14008.437,00000000
1311.74,14103.027,00000000
1311.75,14103.027,00000000
1311.76,14150.341,00000000
1311.77,14008.437,00000000
1311.78,14103.027,00000000
1311.79,14339.720,00000000
1311.8,14387.095,00000000
1311.81,14197.667,00000000
1311.82,14008.437,00000000
1311.83,14055.726,00000000
1311.84,14008.437,00000000
1311.85,14197.667,00000000
1311.86,14434.482,00000000
1311.87,14008.437,00000000
1311.88,14008.437,00000000
1311.89,14055.726,00000000
1311.9,14103.027,00000000
1311.91,13961.159,00000000
1311.92,14008.437,00000000
1311.93,14150.341,00000000
